 Linear2
10 "[0.4555, 0.6603, 0.4334, 0.6138, 0.604, 0.6659, 0.5232, 0.6863, 0.4356, 0.7338, 0.6772, 0.6474, 0.7109, 0.7051, 0.6504, 0.4562, 0.5688, 0.6192, 0.753, 0.5528, 0.5765, 0.6611, 0.7195, 0.7073, 0.6463, 0.653, 0.6668, 0.5948, 0.667, 0.6596, 0.7051, 0.7141, 0.4502, 0.6476, 0.6389, 0.7494, 0.775, 0.6092, 0.659, 0.58]"
20 "[0.8376, 0.7301, 0.9022, 0.9016, 0.9154, 0.7689, 0.887, 0.8457, 0.8757, 0.8096, 0.818, 0.8748, 0.9031, 0.8553, 0.8647, 0.8927, 0.8925, 0.9012, 0.8941, 0.8806, 0.8668, 0.8015, 0.8196, 0.8504, 0.8383, 0.8624, 0.8702, 0.8834, 0.6896, 0.8919, 0.8084, 0.9208, 0.9143, 0.8599, 0.7969, 0.9154, 0.9065, 0.8206, 0.7339, 0.8398]"
40 "[0.9477, 0.968, 0.963, 0.973, 0.9693, 0.9716, 0.9711, 0.969, 0.9526, 0.9709, 0.9692, 0.9662, 0.9557, 0.9346, 0.9473, 0.9695, 0.9674, 0.9621, 0.9755, 0.9632, 0.9739, 0.9734, 0.972, 0.9412, 0.9722, 0.972, 0.9556, 0.9651, 0.9627, 0.9723, 0.9532, 0.9607, 0.9647, 0.9739, 0.9748, 0.9578, 0.969, 0.9761, 0.9747, 0.9019]"
80 "[0.9804, 0.9789, 0.9737, 0.9827, 0.9734, 0.9762, 0.9811, 0.9795, 0.9789, 0.9789, 0.9795, 0.9775, 0.9797, 0.982, 0.9806, 0.9785, 0.9749, 0.9793, 0.9787, 0.9781, 0.9794, 0.9809, 0.9763, 0.9774, 0.9761, 0.9683, 0.9804, 0.9817, 0.9785, 0.9766, 0.9746, 0.9651, 0.9769, 0.979, 0.9763, 0.9806, 0.9753, 0.9792, 0.9822, 0.9762]"
160 "[0.9816, 0.9823, 0.9752, 0.9816, 0.9818, 0.9819, 0.982, 0.9814, 0.9831, 0.9821, 0.9832, 0.9808, 0.9819, 0.9819, 0.9816, 0.9805, 0.9826, 0.9796, 0.9822, 0.9831, 0.9827, 0.9815, 0.9816, 0.9825, 0.9812, 0.9815, 0.9819, 0.9734, 0.9827, 0.9812, 0.9819, 0.9817, 0.9843, 0.9833, 0.9816, 0.9804, 0.9821, 0.9831, 0.9819, 0.9833]"
320 "[0.9839, 0.9791, 0.9829, 0.9836, 0.981, 0.9837, 0.981, 0.9814, 0.9802, 0.9842, 0.9844, 0.9797, 0.9836, 0.9823, 0.983, 0.9831, 0.9814, 0.9834, 0.983, 0.9818, 0.981, 0.9829, 0.9826, 0.984, 0.983, 0.9811, 0.9819, 0.9744, 0.9812, 0.9779, 0.9834, 0.983, 0.9845, 0.9839, 0.9801, 0.9821, 0.9826, 0.982, 0.9805, 0.9826]"
640 "[0.9816, 0.9831, 0.9831, 0.9839, 0.9841, 0.9834, 0.982, 0.9836, 0.9806, 0.9829, 0.9801, 0.9838, 0.9815, 0.9848, 0.9826, 0.9822, 0.9823, 0.983, 0.9834, 0.982, 0.9824, 0.9813, 0.9847, 0.9826, 0.9824, 0.9801, 0.9818, 0.9829, 0.9816, 0.984, 0.9818, 0.9821, 0.9836, 0.9833, 0.9828, 0.9829, 0.983, 0.9803, 0.9824, 0.982]"
1280 "[0.9787, 0.9821, 0.9818, 0.9814, 0.9829, 0.9833, 0.9814, 0.9821, 0.9836, 0.9804, 0.9823, 0.9845, 0.9839, 0.9831, 0.982, 0.9811, 0.9798, 0.9847, 0.983, 0.9826, 0.982, 0.9838, 0.9827, 0.9831, 0.9842, 0.9828, 0.9846, 0.9803, 0.9838, 0.9812, 0.9835, 0.9831, 0.9843, 0.983, 0.9801, 0.984, 0.9837, 0.9825, 0.9835, 0.982]"
2560 "[0.9813, 0.9828, 0.9832, 0.9831, 0.984, 0.9823, 0.9821, 0.9839, 0.9809, 0.9828, 0.9835, 0.9827, 0.9837, 0.9837, 0.9814, 0.9841, 0.981, 0.9815, 0.9832, 0.9835, 0.9809, 0.9835, 0.9836, 0.9827, 0.9825, 0.9835, 0.9823, 0.9826, 0.9831, 0.9828, 0.9814, 0.9829, 0.9837, 0.9848, 0.9839, 0.9834, 0.9827, 0.9827, 0.9824, 0.9842]"
5120 "[0.9848, 0.9827, 0.9826, 0.9842, 0.9839, 0.9835, 0.9831, 0.9823, 0.9831, 0.9834, 0.9836, 0.9829, 0.9823, 0.9854, 0.9834, 0.9789, 0.9836, 0.9847, 0.9846, 0.9845, 0.9831, 0.9849, 0.9834, 0.9845, 0.9825, 0.9827, 0.9837, 0.9816, 0.9824, 0.983, 0.9832, 0.9828, 0.9805, 0.9815, 0.9833, 0.9829, 0.9834, 0.983, 0.984, 0.984]"
10240 "[0.9832, 0.9823, 0.9817, 0.9845, 0.9825, 0.983, 0.9843, 0.9842, 0.9825, 0.9843, 0.9809, 0.9814, 0.9838, 0.9847, 0.9816, 0.9828, 0.9839, 0.9834, 0.9845, 0.9837, 0.9839, 0.983, 0.9812, 0.984, 0.9839, 0.9827, 0.9845, 0.9827, 0.9833, 0.9838, 0.9839, 0.9838, 0.9824, 0.9836, 0.9834, 0.984, 0.9828, 0.9842, 0.9839, 0.9841]"
20480 "[0.9839, 0.9843, 0.9849, 0.9832, 0.9829, 0.983, 0.9838, 0.9845, 0.9849, 0.9835, 0.9823, 0.9832, 0.9843, 0.9845, 0.983, 0.9836, 0.9837, 0.9847, 0.9844, 0.9853, 0.9848, 0.9829, 0.9835, 0.9838, 0.9832, 0.9815, 0.9844, 0.9835, 0.9835, 0.9846, 0.9836, 0.9828, 0.9836, 0.9845, 0.9839, 0.9836, 0.984, 0.9838, 0.9822, 0.9833]"
